Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ASBB,"ASB Bancorp, Inc.",41.125,155782528.1,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",2.98,580915910.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,28.55,800433367.3,28036195,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",13.06,161280081.8,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.85,39386056.65,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,135.47,9221962698,68073837,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"Aspen Technology, Inc.",58.38,4349074729,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",22.42,388899629.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",7.2952,47872670.87,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",56.87,1311449725,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,30.38,880952526,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",14.8,111370680.8,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,1.13,23237942.63,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,14.36,123927130.3,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",7.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,3.56,45371067.92,12744682,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",15.25,443914125.8,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",109.11,4346302143,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,"Athersys, Inc.",1.525,169757837.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAPC,Atlantic Alliance Partnership Corp.,10.5,38715946.5,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aapc
AAME,Atlantic American Corporation,3.55,72501380.2,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",18.45,471085565.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,7.78,121007856,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,Atlantica Yield plc,19.89,1993321301,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,Atlanticus Holdings Corporation,2.47,38050562.42,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,49.575,1252408218,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",14.3,172039052.9,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,36.82,8302005001,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",64.11,1038024051,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,5.94,71901110.16,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,0.565,3395035.845,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",21.79,739691336.9,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,538,988201090,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,7.17,121161384.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",3.25,77181572,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",34.22,124682041.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",15,326521260,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,6.5,210673424,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,7.675,630123164.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.6985,30964298.24,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,Autobytel Inc.,12.47,138062652.5,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",95.4,21020191204,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",97.16,43470389023,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,Avadel Pharmaceuticals plc,10.2,412382491.2,40429656,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
AVEO,"AVEO Pharmaceuticals, Inc.",0.59,65114138.14,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",76.595,2124988413,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",20.15,106921904.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",5.55,226800278.3,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.4003,9572517.608,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,"Aviragen Therapeutics, Inc.",0.5005,19343943.12,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,"Avis Budget Group, Inc.",25.03,2108394566,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,9.8,379750000,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.32,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.4494,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw
AWRE,"Aware, Inc.",4.7338,103374854.5,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,Axar Acquisition Corp.,10.1,85911721.1,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axar
AXARU,Axar Acquisition Corp.,10,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axaru
AXARW,Axar Acquisition Corp.,0.0679,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axarw
ACLS,"Axcelis Technologies, Inc.",21.1,635021970.8,n/a,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",13.125,434377912.5,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",25.97,1365850312,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn
AXSM,"Axsome Therapeutics, Inc.",4.175,98503559.73,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,7.15,275853027.5,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,"AzurRx BioPharma, Inc.",3.53,33997740.64,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,19.9992,597756988.8,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",14.475,281762996.7,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
RILYL,"B. Riley Financial, Inc.",25.8,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
BOSC,B.O.S. Better Online Solutions,2.09,6393230.58,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",186.82,51411369440,275192000,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,79.84,2544255212,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",24.42,368844319.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",24.3,367031817,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",2.77,484056475.1,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,94.95,1510300906,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.86,27860000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",12.9699,44592980.48,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,Bank Mutual Corporation,9.4,431763178.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),11.15,150766564.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,62.7,385542676.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,51.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,20.0047,99267102.29,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",15.3928,67396389.66,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,47.14,5731148124,n/a,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,14.89,273667121.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",36.78,280951606.7,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,55.38,1843338419,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,19.98,560048411,28030451,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,Barclays Inverse US Treasury Composite ETN,25.61,17427605,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.2118,48507438.8,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.29,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.43,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.11,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",56.85,412260793.7,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",30.6,328036528.8,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",7.25,76847274,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,"Bazaarvoice, Inc.",4.575,382692175.7,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,"BCB Bancorp, Inc. (NJ)",15.95,180068880.8,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",49,2953890863,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,"Bear State Financial, Inc.",8.8875,334969332.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,"Beasley Broadcast Group, Inc.",8.8,253760531.2,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",5.71,46061456.55,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,36.1,5240049834,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",36.51,675216706.7,18494021,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,21.51,258419290.1,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,23.2,278722804.8,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",1.56,51462345.48,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",12.68,419749920.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",14.95,1144420272,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",31.15,966975993.2,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,2.5,2780877.5,1112351,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.34,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BYSI,"BeyondSpring, Inc.",25.81,586091544.3,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi
BGCP,"BGC Partners, Inc.",11.43,3242415171,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,13.8,305722798.8,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,"Bioanalytical Systems, Inc.",1.579,12802021.98,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,0.5,8195885,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",1.5992,35630571,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",5.85,470460609.5,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",1.95,106853412.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
